,country,year,sex,age,suicides_no,population,suicides_per_100k_pop,country_year,HDI_for_year,gdp_for_year,gdp_per_capita,generation
1391,Kazakhstan,2013,male,5-14 years,42,1313549,3.2,Kazakhstan2013,0.785,236634552078,15552,Generation Z
1392,Kazakhstan,2013,female,5-14 years,27,1246955,2.17,Kazakhstan2013,0.785,236634552078,15552,Generation Z
1393,Kazakhstan,2014,male,35-54 years,1082,2116035,51.13,Kazakhstan2014,0.788,221415572820,14351,Generation X
1394,Kazakhstan,2014,male,75+ years,70,148578,47.11,Kazakhstan2014,0.788,221415572820,14351,Silent
1395,Kazakhstan,2014,male,25-34 years,667,1462224,45.62,Kazakhstan2014,0.788,221415572820,14351,Millenials
1396,Kazakhstan,2014,male,55-74 years,343,911127,37.65,Kazakhstan2014,0.788,221415572820,14351,Boomers
1397,Kazakhstan,2014,male,15-24 years,356,1377269,25.85,Kazakhstan2014,0.788,221415572820,14351,Millenials
1398,Kazakhstan,2014,female,75+ years,47,325593,14.44,Kazakhstan2014,0.788,221415572820,14351,Silent
1399,Kazakhstan,2014,female,15-24 years,132,1344351,9.82,Kazakhstan2014,0.788,221415572820,14351,Millenials
1400,Kazakhstan,2014,female,25-34 years,126,1490998,8.45,Kazakhstan2014,0.788,221415572820,14351,Millenials
1401,Kazakhstan,2014,female,35-54 years,171,2303567,7.42,Kazakhstan2014,0.788,221415572820,14351,Generation X
1402,Kazakhstan,2014,female,55-74 years,69,1263876,5.46,Kazakhstan2014,0.788,221415572820,14351,Boomers
1403,Kazakhstan,2014,male,5-14 years,38,1377917,2.76,Kazakhstan2014,0.788,221415572820,14351,Generation Z
1404,Kazakhstan,2014,female,5-14 years,18,1307309,1.38,Kazakhstan2014,0.788,221415572820,14351,Generation Z
1405,Kuwait,2012,male,15-24 years,10,267410,3.74,Kuwait2012,0.815,174070025009,49781,Millenials
1406,Kuwait,2012,female,55-74 years,2,83066,2.41,Kuwait2012,0.815,174070025009,49781,Boomers
1407,Kuwait,2012,female,25-34 years,8,377621,2.12,Kuwait2012,0.815,174070025009,49781,Millenials
1408,Kuwait,2012,male,35-54 years,17,822229,2.07,Kuwait2012,0.815,174070025009,49781,Generation X
1409,Kuwait,2012,female,15-24 years,4,237359,1.69,Kuwait2012,0.815,174070025009,49781,Millenials
1410,Kuwait,2012,male,25-34 years,8,637302,1.26,Kuwait2012,0.815,174070025009,49781,Millenials
1411,Kuwait,2012,female,35-54 years,5,423084,1.18,Kuwait2012,0.815,174070025009,49781,Generation X
1412,Kuwait,2012,male,55-74 years,1,138505,0.72,Kuwait2012,0.815,174070025009,49781,Boomers
1413,Kuwait,2012,male,5-14 years,1,250917,0.4,Kuwait2012,0.815,174070025009,49781,Generation Z
1414,Kuwait,2012,female,5-14 years,0,239552,0.0,Kuwait2012,0.815,174070025009,49781,Generation Z
1415,Kuwait,2012,female,75+ years,0,10287,0.0,Kuwait2012,0.815,174070025009,49781,Silent
1416,Kuwait,2012,male,75+ years,0,9366,0.0,Kuwait2012,0.815,174070025009,49781,Silent
1417,Kuwait,2013,male,25-34 years,16,643877,2.48,Kuwait2013,0.816,174161142454,48729,Millenials
1418,Kuwait,2013,male,55-74 years,3,146172,2.05,Kuwait2013,0.816,174161142454,48729,Boomers
1419,Kuwait,2013,female,25-34 years,5,380061,1.32,Kuwait2013,0.816,174161142454,48729,Millenials
1420,Kuwait,2013,female,15-24 years,3,233349,1.29,Kuwait2013,0.816,174161142454,48729,Millenials
1421,Kuwait,2013,female,35-54 years,5,431425,1.16,Kuwait2013,0.816,174161142454,48729,Generation X
1422,Kuwait,2013,male,35-54 years,7,847524,0.83,Kuwait2013,0.816,174161142454,48729,Generation X
1423,Kuwait,2013,male,15-24 years,2,267988,0.75,Kuwait2013,0.816,174161142454,48729,Millenials
1424,Kuwait,2013,female,5-14 years,0,251412,0.0,Kuwait2013,0.816,174161142454,48729,Generation Z
1425,Kuwait,2013,female,55-74 years,0,88514,0.0,Kuwait2013,0.816,174161142454,48729,Boomers
1426,Kuwait,2013,female,75+ years,0,10926,0.0,Kuwait2013,0.816,174161142454,48729,Silent
1427,Kuwait,2013,male,5-14 years,0,262862,0.0,Kuwait2013,0.816,174161142454,48729,Generation Z
1428,Kuwait,2013,male,75+ years,0,9980,0.0,Kuwait2013,0.816,174161142454,48729,Silent
1429,Kuwait,2014,male,25-34 years,22,663735,3.31,Kuwait2014,0.816,162631412509,43774,Millenials
1430,Kuwait,2014,male,15-24 years,7,270301,2.59,Kuwait2014,0.816,162631412509,43774,Millenials
1431,Kuwait,2014,female,15-24 years,5,228222,2.19,Kuwait2014,0.816,162631412509,43774,Millenials
1432,Kuwait,2014,male,35-54 years,18,892860,2.02,Kuwait2014,0.816,162631412509,43774,Generation X
1433,Kuwait,2014,male,55-74 years,3,156953,1.91,Kuwait2014,0.816,162631412509,43774,Boomers
1434,Kuwait,2014,female,35-54 years,8,454428,1.76,Kuwait2014,0.816,162631412509,43774,Generation X
1435,Kuwait,2014,female,55-74 years,1,94314,1.06,Kuwait2014,0.816,162631412509,43774,Boomers
1436,Kuwait,2014,female,25-34 years,4,390934,1.02,Kuwait2014,0.816,162631412509,43774,Millenials
1437,Kuwait,2014,female,5-14 years,0,264790,0.0,Kuwait2014,0.816,162631412509,43774,Generation Z
1438,Kuwait,2014,female,75+ years,0,11335,0.0,Kuwait2014,0.816,162631412509,43774,Silent
1439,Kuwait,2014,male,5-14 years,0,276927,0.0,Kuwait2014,0.816,162631412509,43774,Generation Z
1440,Kuwait,2014,male,75+ years,0,10485,0.0,Kuwait2014,0.816,162631412509,43774,Silent
1441,Kyrgyzstan,2012,male,25-34 years,119,457076,26.04,Kyrgyzstan2012,0.645,6605139933,1339,Millenials
1442,Kyrgyzstan,2012,male,55-74 years,48,204335,23.49,Kyrgyzstan2012,0.645,6605139933,1339,Boomers
1443,Kyrgyzstan,2012,male,35-54 years,141,610705,23.09,Kyrgyzstan2012,0.645,6605139933,1339,Generation X
1444,Kyrgyzstan,2012,male,75+ years,6,38493,15.59,Kyrgyzstan2012,0.645,6605139933,1339,Silent
1445,Kyrgyzstan,2012,female,75+ years,10,66672,15.0,Kyrgyzstan2012,0.645,6605139933,1339,Silent
1446,Kyrgyzstan,2012,male,15-24 years,73,583127,12.52,Kyrgyzstan2012,0.645,6605139933,1339,Millenials
1447,Kyrgyzstan,2012,female,15-24 years,40,570274,7.01,Kyrgyzstan2012,0.645,6605139933,1339,Millenials
1448,Kyrgyzstan,2012,female,35-54 years,36,648241,5.55,Kyrgyzstan2012,0.645,6605139933,1339,Generation X
1449,Kyrgyzstan,2012,female,25-34 years,23,451969,5.09,Kyrgyzstan2012,0.645,6605139933,1339,Millenials
1450,Kyrgyzstan,2012,female,55-74 years,10,258395,3.87,Kyrgyzstan2012,0.645,6605139933,1339,Boomers
1451,Kyrgyzstan,2012,male,5-14 years,15,531219,2.82,Kyrgyzstan2012,0.645,6605139933,1339,Generation Z
1452,Kyrgyzstan,2012,female,5-14 years,3,511854,0.59,Kyrgyzstan2012,0.645,6605139933,1339,Generation Z
1453,Kyrgyzstan,2013,male,35-54 years,126,619074,20.35,Kyrgyzstan2013,0.652,7335027592,1463,Generation X
1454,Kyrgyzstan,2013,male,55-74 years,39,214859,18.15,Kyrgyzstan2013,0.652,7335027592,1463,Boomers
1455,Kyrgyzstan,2013,male,25-34 years,84,476515,17.63,Kyrgyzstan2013,0.652,7335027592,1463,Millenials
1456,Kyrgyzstan,2013,male,15-24 years,74,575574,12.86,Kyrgyzstan2013,0.652,7335027592,1463,Millenials
1457,Kyrgyzstan,2013,male,75+ years,5,39457,12.67,Kyrgyzstan2013,0.652,7335027592,1463,Silent
1458,Kyrgyzstan,2013,female,15-24 years,37,559784,6.61,Kyrgyzstan2013,0.652,7335027592,1463,Millenials
1459,Kyrgyzstan,2013,female,75+ years,4,68456,5.84,Kyrgyzstan2013,0.652,7335027592,1463,Silent
1460,Kyrgyzstan,2013,female,25-34 years,19,472177,4.02,Kyrgyzstan2013,0.652,7335027592,1463,Millenials
1461,Kyrgyzstan,2013,male,5-14 years,21,539750,3.89,Kyrgyzstan2013,0.652,7335027592,1463,Generation Z
1462,Kyrgyzstan,2013,female,55-74 years,8,271112,2.95,Kyrgyzstan2013,0.652,7335027592,1463,Boomers
1463,Kyrgyzstan,2013,female,35-54 years,18,655531,2.75,Kyrgyzstan2013,0.652,7335027592,1463,Generation X
1464,Kyrgyzstan,2013,female,5-14 years,11,519911,2.12,Kyrgyzstan2013,0.652,7335027592,1463,Generation Z
1465,Kyrgyzstan,2014,male,35-54 years,145,627231,23.12,Kyrgyzstan2014,0.655,7468096567,1465,Generation X
1466,Kyrgyzstan,2014,male,25-34 years,93,495103,18.78,Kyrgyzstan2014,0.655,7468096567,1465,Millenials
1467,Kyrgyzstan,2014,male,55-74 years,37,226999,16.3,Kyrgyzstan2014,0.655,7468096567,1465,Boomers
1468,Kyrgyzstan,2014,male,75+ years,6,40660,14.76,Kyrgyzstan2014,0.655,7468096567,1465,Silent
1469,Kyrgyzstan,2014,male,15-24 years,61,567126,10.76,Kyrgyzstan2014,0.655,7468096567,1465,Millenials
1470,Kyrgyzstan,2014,female,75+ years,4,70778,5.65,Kyrgyzstan2014,0.655,7468096567,1465,Silent
1471,Kyrgyzstan,2014,female,15-24 years,29,548946,5.28,Kyrgyzstan2014,0.655,7468096567,1465,Millenials
1472,Kyrgyzstan,2014,female,25-34 years,22,491445,4.48,Kyrgyzstan2014,0.655,7468096567,1465,Millenials
1473,Kyrgyzstan,2014,female,35-54 years,29,662629,4.38,Kyrgyzstan2014,0.655,7468096567,1465,Generation X
1474,Kyrgyzstan,2014,female,55-74 years,11,285203,3.86,Kyrgyzstan2014,0.655,7468096567,1465,Boomers
1475,Kyrgyzstan,2014,male,5-14 years,16,550704,2.91,Kyrgyzstan2014,0.655,7468096567,1465,Generation Z
1476,Kyrgyzstan,2014,female,5-14 years,8,529606,1.51,Kyrgyzstan2014,0.655,7468096567,1465,Generation Z
1477,Latvia,2012,male,35-54 years,164,275218,59.59,Latvia2012,0.813,28119996053,14558,Generation X
1478,Latvia,2012,male,75+ years,25,46273,54.03,Latvia2012,0.813,28119996053,14558,Silent
1479,Latvia,2012,male,55-74 years,97,187386,51.76,Latvia2012,0.813,28119996053,14558,Boomers
1480,Latvia,2012,male,25-34 years,50,142886,34.99,Latvia2012,0.813,28119996053,14558,Millenials
1481,Latvia,2012,male,15-24 years,34,129182,26.32,Latvia2012,0.813,28119996053,14558,Millenials
1482,Latvia,2012,female,75+ years,22,125246,17.57,Latvia2012,0.813,28119996053,14558,Silent
1483,Latvia,2012,female,35-54 years,22,297148,7.4,Latvia2012,0.813,28119996053,14558,Generation X
1484,Latvia,2012,female,55-74 years,18,278027,6.47,Latvia2012,0.813,28119996053,14558,Boomers
1485,Latvia,2012,female,15-24 years,6,122407,4.9,Latvia2012,0.813,28119996053,14558,Millenials
1486,Latvia,2012,female,25-34 years,5,138307,3.62,Latvia2012,0.813,28119996053,14558,Millenials
1487,Latvia,2012,male,5-14 years,1,97001,1.03,Latvia2012,0.813,28119996053,14558,Generation Z
1488,Latvia,2012,female,5-14 years,0,92440,0.0,Latvia2012,0.813,28119996053,14558,Generation Z
1489,Latvia,2013,male,75+ years,31,48030,64.54,Latvia2013,0.816,30254677297,15820,Silent
1490,Latvia,2013,male,55-74 years,92,188374,48.84,Latvia2013,0.816,30254677297,15820,Boomers
1491,Latvia,2013,male,35-54 years,128,270844,47.26,Latvia2013,0.816,30254677297,15820,Generation X
1492,Latvia,2013,male,25-34 years,53,143497,36.93,Latvia2013,0.816,30254677297,15820,Millenials
1493,Latvia,2013,male,15-24 years,17,120698,14.08,Latvia2013,0.816,30254677297,15820,Millenials
1494,Latvia,2013,female,75+ years,11,128209,8.58,Latvia2013,0.816,30254677297,15820,Silent
1495,Latvia,2013,female,55-74 years,23,276381,8.32,Latvia2013,0.816,30254677297,15820,Boomers
1496,Latvia,2013,female,35-54 years,19,291387,6.52,Latvia2013,0.816,30254677297,15820,Generation X
1497,Latvia,2013,female,25-34 years,6,137922,4.35,Latvia2013,0.816,30254677297,15820,Millenials
1498,Latvia,2013,female,15-24 years,2,113955,1.76,Latvia2013,0.816,30254677297,15820,Millenials
1499,Latvia,2013,male,5-14 years,1,98867,1.01,Latvia2013,0.816,30254677297,15820,Generation Z
1500,Latvia,2013,female,5-14 years,0,94300,0.0,Latvia2013,0.816,30254677297,15820,Generation Z
1501,Latvia,2014,male,75+ years,29,49779,58.26,Latvia2014,0.819,31335013752,16544,Silent
1502,Latvia,2014,male,55-74 years,93,189439,49.09,Latvia2014,0.819,31335013752,16544,Boomers
1503,Latvia,2014,male,35-54 years,113,266548,42.39,Latvia2014,0.819,31335013752,16544,Generation X
1504,Latvia,2014,male,25-34 years,45,143777,31.3,Latvia2014,0.819,31335013752,16544,Millenials
1505,Latvia,2014,male,15-24 years,31,112758,27.49,Latvia2014,0.819,31335013752,16544,Millenials
1506,Latvia,2014,female,75+ years,19,131335,14.47,Latvia2014,0.819,31335013752,16544,Silent
1507,Latvia,2014,female,25-34 years,10,137117,7.29,Latvia2014,0.819,31335013752,16544,Millenials
1508,Latvia,2014,female,55-74 years,20,275103,7.27,Latvia2014,0.819,31335013752,16544,Boomers
1509,Latvia,2014,female,15-24 years,6,106420,5.64,Latvia2014,0.819,31335013752,16544,Millenials
1510,Latvia,2014,female,35-54 years,16,285454,5.61,Latvia2014,0.819,31335013752,16544,Generation X
1511,Latvia,2014,female,5-14 years,0,95858,0.0,Latvia2014,0.819,31335013752,16544,Generation Z
1512,Latvia,2014,male,5-14 years,0,100453,0.0,Latvia2014,0.819,31335013752,16544,Generation Z
1513,Lithuania,2012,male,35-54 years,321,413107,77.7,Lithuania2012,0.833,42848195256,15099,Generation X
1514,Lithuania,2012,male,55-74 years,195,263194,74.09,Lithuania2012,0.833,42848195256,15099,Boomers
1515,Lithuania,2012,male,75+ years,53,76080,69.66,Lithuania2012,0.833,42848195256,15099,Silent
1516,Lithuania,2012,male,25-34 years,117,187811,62.3,Lithuania2012,0.833,42848195256,15099,Millenials
1517,Lithuania,2012,male,15-24 years,64,209964,30.48,Lithuania2012,0.833,42848195256,15099,Millenials
1518,Lithuania,2012,female,75+ years,37,183510,20.16,Lithuania2012,0.833,42848195256,15099,Silent
1519,Lithuania,2012,female,35-54 years,74,451819,16.38,Lithuania2012,0.833,42848195256,15099,Generation X
1520,Lithuania,2012,female,55-74 years,45,378541,11.89,Lithuania2012,0.833,42848195256,15099,Boomers
1521,Lithuania,2012,female,25-34 years,10,183799,5.44,Lithuania2012,0.833,42848195256,15099,Millenials
1522,Lithuania,2012,female,15-24 years,8,199629,4.01,Lithuania2012,0.833,42848195256,15099,Millenials
1523,Lithuania,2012,male,5-14 years,3,149055,2.01,Lithuania2012,0.833,42848195256,15099,Generation Z
1524,Lithuania,2012,female,5-14 years,0,141261,0.0,Lithuania2012,0.833,42848195256,15099,Generation Z
1525,Lithuania,2013,male,35-54 years,382,405191,94.28,Lithuania2013,0.837,46417340375,16538,Generation X
1526,Lithuania,2013,male,55-74 years,223,265835,83.89,Lithuania2013,0.837,46417340375,16538,Boomers
1527,Lithuania,2013,male,75+ years,63,77510,81.28,Lithuania2013,0.837,46417340375,16538,Silent
1528,Lithuania,2013,male,25-34 years,121,188010,64.36,Lithuania2013,0.837,46417340375,16538,Millenials
1529,Lithuania,2013,male,15-24 years,96,203647,47.14,Lithuania2013,0.837,46417340375,16538,Millenials
1530,Lithuania,2013,female,75+ years,40,186711,21.42,Lithuania2013,0.837,46417340375,16538,Silent
1531,Lithuania,2013,female,35-54 years,75,442140,16.96,Lithuania2013,0.837,46417340375,16538,Generation X
1532,Lithuania,2013,female,25-34 years,22,182444,12.06,Lithuania2013,0.837,46417340375,16538,Millenials
1533,Lithuania,2013,female,55-74 years,41,380096,10.79,Lithuania2013,0.837,46417340375,16538,Boomers
1534,Lithuania,2013,female,15-24 years,17,192772,8.82,Lithuania2013,0.837,46417340375,16538,Millenials
1535,Lithuania,2013,female,5-14 years,3,137471,2.18,Lithuania2013,0.837,46417340375,16538,Generation Z
1536,Lithuania,2013,male,5-14 years,2,144800,1.38,Lithuania2013,0.837,46417340375,16538,Generation Z
1537,Lithuania,2014,male,75+ years,72,78763,91.41,Lithuania2014,0.839,48516371721,17442,Silent
1538,Lithuania,2014,male,35-54 years,309,396758,77.88,Lithuania2014,0.839,48516371721,17442,Generation X
1539,Lithuania,2014,male,55-74 years,204,269618,75.66,Lithuania2014,0.839,48516371721,17442,Boomers
1540,Lithuania,2014,male,25-34 years,94,189300,49.66,Lithuania2014,0.839,48516371721,17442,Millenials
1541,Lithuania,2014,male,15-24 years,88,197504,44.56,Lithuania2014,0.839,48516371721,17442,Millenials
1542,Lithuania,2014,female,75+ years,45,189437,23.75,Lithuania2014,0.839,48516371721,17442,Silent
1543,Lithuania,2014,female,55-74 years,47,383128,12.27,Lithuania2014,0.839,48516371721,17442,Boomers
1544,Lithuania,2014,female,35-54 years,43,431495,9.97,Lithuania2014,0.839,48516371721,17442,Generation X
1545,Lithuania,2014,female,15-24 years,12,186406,6.44,Lithuania2014,0.839,48516371721,17442,Millenials
1546,Lithuania,2014,female,25-34 years,11,182183,6.04,Lithuania2014,0.839,48516371721,17442,Millenials
1547,Lithuania,2014,female,5-14 years,3,135051,2.22,Lithuania2014,0.839,48516371721,17442,Generation Z
1548,Lithuania,2014,male,5-14 years,2,141934,1.41,Lithuania2014,0.839,48516371721,17442,Generation Z
1549,Luxembourg,2012,male,75+ years,7,13581,51.54,Luxembourg2012,0.888,56677961787,113120,Silent
1550,Luxembourg,2012,male,55-74 years,10,48506,20.62,Luxembourg2012,0.888,56677961787,113120,Boomers
1551,Luxembourg,2012,male,35-54 years,13,84570,15.37,Luxembourg2012,0.888,56677961787,113120,Generation X
1552,Luxembourg,2012,male,15-24 years,5,33062,15.12,Luxembourg2012,0.888,56677961787,113120,Millenials
1553,Luxembourg,2012,male,25-34 years,4,38866,10.29,Luxembourg2012,0.888,56677961787,113120,Millenials
1554,Luxembourg,2012,female,75+ years,2,21770,9.19,Luxembourg2012,0.888,56677961787,113120,Silent
1555,Luxembourg,2012,female,35-54 years,5,80598,6.2,Luxembourg2012,0.888,56677961787,113120,Generation X
1556,Luxembourg,2012,female,55-74 years,3,49311,6.08,Luxembourg2012,0.888,56677961787,113120,Boomers
1557,Luxembourg,2012,female,15-24 years,1,31459,3.18,Luxembourg2012,0.888,56677961787,113120,Millenials
1558,Luxembourg,2012,female,25-34 years,1,38629,2.59,Luxembourg2012,0.888,56677961787,113120,Millenials
1559,Luxembourg,2012,female,5-14 years,0,29466,0.0,Luxembourg2012,0.888,56677961787,113120,Generation Z
1560,Luxembourg,2012,male,5-14 years,0,31226,0.0,Luxembourg2012,0.888,56677961787,113120,Generation Z
1561,Luxembourg,2013,male,75+ years,3,14046,21.36,Luxembourg2013,0.89,61739352212,120423,Silent
1562,Luxembourg,2013,male,55-74 years,9,50291,17.9,Luxembourg2013,0.89,61739352212,120423,Boomers
1563,Luxembourg,2013,female,55-74 years,8,50752,15.76,Luxembourg2013,0.89,61739352212,120423,Boomers
1564,Luxembourg,2013,male,35-54 years,10,86356,11.58,Luxembourg2013,0.89,61739352212,120423,Generation X
1565,Luxembourg,2013,female,75+ years,2,22111,9.05,Luxembourg2013,0.89,61739352212,120423,Silent
1566,Luxembourg,2013,male,15-24 years,2,33718,5.93,Luxembourg2013,0.89,61739352212,120423,Millenials
1567,Luxembourg,2013,female,25-34 years,2,39688,5.04,Luxembourg2013,0.89,61739352212,120423,Millenials
1568,Luxembourg,2013,female,35-54 years,4,82301,4.86,Luxembourg2013,0.89,61739352212,120423,Generation X
1569,Luxembourg,2013,female,15-24 years,0,32027,0.0,Luxembourg2013,0.89,61739352212,120423,Millenials
1570,Luxembourg,2013,female,5-14 years,0,29800,0.0,Luxembourg2013,0.89,61739352212,120423,Generation Z
1571,Luxembourg,2013,male,25-34 years,0,40174,0.0,Luxembourg2013,0.89,61739352212,120423,Millenials
1572,Luxembourg,2013,male,5-14 years,0,31425,0.0,Luxembourg2013,0.89,61739352212,120423,Generation Z
1573,Luxembourg,2014,male,55-74 years,18,52295,34.42,Luxembourg2014,0.892,66327344189,126352,Boomers
1574,Luxembourg,2014,male,75+ years,4,14546,27.5,Luxembourg2014,0.892,66327344189,126352,Silent
1575,Luxembourg,2014,male,35-54 years,20,88218,22.67,Luxembourg2014,0.892,66327344189,126352,Generation X
1576,Luxembourg,2014,male,25-34 years,7,41442,16.89,Luxembourg2014,0.892,66327344189,126352,Millenials
1577,Luxembourg,2014,female,75+ years,3,22669,13.23,Luxembourg2014,0.892,66327344189,126352,Silent
1578,Luxembourg,2014,female,55-74 years,5,52260,9.57,Luxembourg2014,0.892,66327344189,126352,Boomers
1579,Luxembourg,2014,female,15-24 years,2,32510,6.15,Luxembourg2014,0.892,66327344189,126352,Millenials
1580,Luxembourg,2014,male,15-24 years,2,34219,5.84,Luxembourg2014,0.892,66327344189,126352,Millenials
1581,Luxembourg,2014,female,25-34 years,2,40862,4.89,Luxembourg2014,0.892,66327344189,126352,Millenials
1582,Luxembourg,2014,female,35-54 years,3,84147,3.57,Luxembourg2014,0.892,66327344189,126352,Generation X
1583,Luxembourg,2014,male,5-14 years,1,31718,3.15,Luxembourg2014,0.892,66327344189,126352,Generation Z
1584,Luxembourg,2014,female,5-14 years,0,30054,0.0,Luxembourg2014,0.892,66327344189,126352,Generation Z
1585,Malta,2012,male,55-74 years,8,49347,16.21,Malta2012,0.83,9209559296,23074,Boomers
1586,Malta,2012,male,35-54 years,6,56478,10.62,Malta2012,0.83,9209559296,23074,Generation X
1587,Malta,2012,male,25-34 years,3,31548,9.51,Malta2012,0.83,9209559296,23074,Millenials
1588,Malta,2012,male,75+ years,1,11234,8.9,Malta2012,0.83,9209559296,23074,Silent
1589,Malta,2012,female,35-54 years,4,54944,7.28,Malta2012,0.83,9209559296,23074,Generation X
1590,Malta,2012,female,55-74 years,2,51796,3.86,Malta2012,0.83,9209559296,23074,Boomers
1591,Malta,2012,male,15-24 years,1,28647,3.49,Malta2012,0.83,9209559296,23074,Millenials
1592,Malta,2012,female,15-24 years,0,26975,0.0,Malta2012,0.83,9209559296,23074,Millenials
1593,Malta,2012,female,25-34 years,0,29331,0.0,Malta2012,0.83,9209559296,23074,Millenials
1594,Malta,2012,female,5-14 years,0,20066,0.0,Malta2012,0.83,9209559296,23074,Generation Z
1595,Malta,2012,female,75+ years,0,17713,0.0,Malta2012,0.83,9209559296,23074,Silent
1596,Malta,2012,male,5-14 years,0,21059,0.0,Malta2012,0.83,9209559296,23074,Generation Z
1597,Malta,2013,male,35-54 years,11,56705,19.4,Malta2013,0.837,10145114180,25191,Generation X
1598,Malta,2013,male,75+ years,1,11751,8.51,Malta2013,0.837,10145114180,25191,Silent
1599,Malta,2013,male,55-74 years,4,50574,7.91,Malta2013,0.837,10145114180,25191,Boomers
1600,Malta,2013,male,15-24 years,2,28655,6.98,Malta2013,0.837,10145114180,25191,Millenials
1601,Malta,2013,male,25-34 years,2,32048,6.24,Malta2013,0.837,10145114180,25191,Millenials
1602,Malta,2013,male,5-14 years,1,20804,4.81,Malta2013,0.837,10145114180,25191,Generation Z
1603,Malta,2013,female,25-34 years,1,29657,3.37,Malta2013,0.837,10145114180,25191,Millenials
1604,Malta,2013,female,15-24 years,0,26698,0.0,Malta2013,0.837,10145114180,25191,Millenials
1605,Malta,2013,female,35-54 years,0,54854,0.0,Malta2013,0.837,10145114180,25191,Generation X
1606,Malta,2013,female,5-14 years,0,19765,0.0,Malta2013,0.837,10145114180,25191,Generation Z
1607,Malta,2013,female,55-74 years,0,52903,0.0,Malta2013,0.837,10145114180,25191,Boomers
1608,Malta,2013,female,75+ years,0,18314,0.0,Malta2013,0.837,10145114180,25191,Silent
1609,Malta,2014,male,75+ years,5,12335,40.54,Malta2014,0.839,11234045376,27634,Silent
1610,Malta,2014,male,35-54 years,13,57094,22.77,Malta2014,0.839,11234045376,27634,Generation X
1611,Malta,2014,male,55-74 years,5,51764,9.66,Malta2014,0.839,11234045376,27634,Boomers
1612,Malta,2014,male,15-24 years,2,28298,7.07,Malta2014,0.839,11234045376,27634,Millenials
1613,Malta,2014,male,25-34 years,2,32560,6.14,Malta2014,0.839,11234045376,27634,Millenials
1614,Malta,2014,female,5-14 years,1,19668,5.08,Malta2014,0.839,11234045376,27634,Generation Z
1615,Malta,2014,female,15-24 years,1,26151,3.82,Malta2014,0.839,11234045376,27634,Millenials
1616,Malta,2014,female,25-34 years,1,30050,3.33,Malta2014,0.839,11234045376,27634,Millenials
1617,Malta,2014,female,55-74 years,1,54027,1.85,Malta2014,0.839,11234045376,27634,Boomers
1618,Malta,2014,female,35-54 years,1,54883,1.82,Malta2014,0.839,11234045376,27634,Generation X
1619,Malta,2014,female,75+ years,0,18918,0.0,Malta2014,0.839,11234045376,27634,Silent
1620,Malta,2014,male,5-14 years,0,20777,0.0,Malta2014,0.839,11234045376,27634,Generation Z
1621,Mauritius,2012,male,25-34 years,26,99664,26.09,Mauritius2012,0.772,11668685524,9884,Millenials
1622,Mauritius,2012,male,35-54 years,37,183077,20.21,Mauritius2012,0.772,11668685524,9884,Generation X
1623,Mauritius,2012,male,55-74 years,14,90063,15.54,Mauritius2012,0.772,11668685524,9884,Boomers
1624,Mauritius,2012,male,75+ years,2,13212,15.14,Mauritius2012,0.772,11668685524,9884,Silent
1625,Mauritius,2012,female,15-24 years,10,99697,10.03,Mauritius2012,0.772,11668685524,9884,Millenials
1626,Mauritius,2012,male,15-24 years,9,101864,8.84,Mauritius2012,0.772,11668685524,9884,Millenials
1627,Mauritius,2012,female,25-34 years,6,99373,6.04,Mauritius2012,0.772,11668685524,9884,Millenials
1628,Mauritius,2012,female,75+ years,1,22801,4.39,Mauritius2012,0.772,11668685524,9884,Silent
1629,Mauritius,2012,female,35-54 years,5,186881,2.68,Mauritius2012,0.772,11668685524,9884,Generation X
1630,Mauritius,2012,female,5-14 years,2,89061,2.25,Mauritius2012,0.772,11668685524,9884,Generation Z
1631,Mauritius,2012,female,55-74 years,2,102269,1.96,Mauritius2012,0.772,11668685524,9884,Boomers
1632,Mauritius,2012,male,5-14 years,1,92585,1.08,Mauritius2012,0.772,11668685524,9884,Generation Z
1633,Mauritius,2013,male,25-34 years,19,91452,20.78,Mauritius2013,0.775,12129642296,10572,Millenials
1634,Mauritius,2013,male,35-54 years,33,178200,18.52,Mauritius2013,0.775,12129642296,10572,Generation X
1635,Mauritius,2013,male,15-24 years,17,96237,17.66,Mauritius2013,0.775,12129642296,10572,Millenials
1636,Mauritius,2013,male,75+ years,2,14627,13.67,Mauritius2013,0.775,12129642296,10572,Silent
1637,Mauritius,2013,male,55-74 years,12,95695,12.54,Mauritius2013,0.775,12129642296,10572,Boomers
1638,Mauritius,2013,female,15-24 years,8,94321,8.48,Mauritius2013,0.775,12129642296,10572,Millenials
1639,Mauritius,2013,female,5-14 years,2,87604,2.28,Mauritius2013,0.775,12129642296,10572,Generation Z
1640,Mauritius,2013,female,35-54 years,3,176180,1.7,Mauritius2013,0.775,12129642296,10572,Generation X
1641,Mauritius,2013,female,25-34 years,1,89909,1.11,Mauritius2013,0.775,12129642296,10572,Millenials
1642,Mauritius,2013,female,55-74 years,1,107634,0.93,Mauritius2013,0.775,12129642296,10572,Boomers
1643,Mauritius,2013,female,75+ years,0,24625,0.0,Mauritius2013,0.775,12129642296,10572,Silent
1644,Mauritius,2013,male,5-14 years,0,90906,0.0,Mauritius2013,0.775,12129642296,10572,Generation Z
